0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,45.37,23.6
1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,1,1,60.0,60.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,39,4,1,89.0,89.0
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,13,2,1,70.0,69.1
1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,22,1,2,1,56.0,56.0
1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,38,23,8,1,75.5,38.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1,56.1,56.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,1,111.3,111.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,11.75,8.0
1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,2,0,3,1,162.9,124.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,3,1,25.41,26.95
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,23,1,1,56.15,56.75
1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,21,12,0,1,270.0,268.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,160.04,135.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,1,21.35,20.47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,65.0,65.0
1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,82,6,1,1,104.0,100.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1,1,76.69,55.0
1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,9,7,1,105.0,105.0
1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,13,5,1,70.0,70.0
1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,6,16,1,1,147.6,83.4
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13,2,0,1,101.0,101.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,0,1,21.0,21.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,1,56.0,75.9
1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,12,3,1,121.0,121.0
1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,58,1,0,1,30.6,21.3
1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,33,13,2,1,145.0,20.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,8.0,8.0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,31,2,1,244.5,243.0
1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,26.3,19.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,1,44.0,44.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,1,90.0,91.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,1,39.35,38.15
1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,7,5,0,1,55.0,72.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,4,1,33.0,33.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,54,2,1,110.0,110.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,34.0,34.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,1,1,160.0,140.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,1,1,25.0,137.87
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,58,3,1,245.0,241.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,10.15,10.15
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,252.1,242.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,1,120.0,120.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,128.0,118.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,4,1,60.0,60.0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69,29,0,1,44.39,29.0
1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,2,7,4,1,245.0,245.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,1,21.0,21.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,10.0
1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,8,0,1,60.0,60.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,66,14,1,305.0,240.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4,0,1,67.0,67.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,1,1,60.1,60.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,1,29.0,29.0
1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,2,2,2,1,131.0,131.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,21,5,1,119.0,119.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,6,1,70.0,79.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0,1,38.19,28.0
1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,4,0,1,128.0,115.0
