10,6,6,6,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1,347.32,0.0,0.0,0.0
2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1,111.4,0.0,0.0,0.0
10,7,7,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1,48.0,0.0,0.0,3.76
6,7,7,6,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,49.0,0.0,0.0,0.0
5,5,4,3,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0.0,0.0,0.0,1,138.1,0.0,0.0,0.0
7,6,6,4,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0.0,0.0,0.0,1,140.09,0.0,103.54,117.31
8,7,9,9,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1,60.0,0.0,0.0,0.0
10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,1,73.0,0.0,0.0,0.0
10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,80.36,0.0,0.0,0.0
10,8,8,9,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1,29.0,0.0,0.0,0.0
4,4,4,4,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0.0,1,78.0,0.0,0.0,0.0
10,10,10,10,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0.0,0.0,0.0,1,43.94,0.0,0.0,0.0
10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,18.0,0.0,0.0,0.0
8,6,8,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1,81.93,0.0,0.0,0.0
10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,31.0,0.0,0.0,0.0
10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,20.45,0.0,0.0,0.0
9,9,9,6,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1,21.0,0.0,0.0,0.0
10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,45.0,0.0,0.0,0.0
10,10,10,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,130.0,0.0,0.0,0.0
10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,4,0,623.0,14329.0,0.0,1,41.11,0.0,0.0,0.0
10,9,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,56.98,0.0,0.0,0.0
10,9,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,31.7,0.0,0.0,0.0
2,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1,62.0,0.0,0.0,0.0
10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,66.0,0.0,0.0,0.0
1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1,211.0,0.0,94.47,0.0
7,5,7,5,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,1,131.6,0.0,0.0,0.0
8,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,1,39.0,0.0,0.0,0.0
9,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,1,10.28,0.0,0.0,0.0
10,6,8,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0.0,0.0,0.0,1,41.56,0.0,0.0,0.0
10,7,8,7,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0.0,1,44.1,0.0,0.0,0.0
10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,8.0,0.0,0.0,0.0
10,10,10,10,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,100.0,0.0,0.0,0.0
10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,18.19,0.0,0.0,0.0
10,9,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,35.28,0.0,0.0,0.0
10,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,95.08,0.0,0.0,0.0
10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,105.0,0.0,0.0,0.0
10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,114.0,0.0,0.0,0.0
10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,59.48,0.0,0.0,0.0
10,10,10,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,1,64.36,0.0,0.0,0.0
10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,145.0,0.0,0.0,0.0
10,10,10,10,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,6,1,0.0,0.0,0.0,1,21.0,0.0,0.0,0.0
8,9,8,8,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,1,161.0,0.0,76.59,120.16
10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,24.64,0.0,0.0,0.0
8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,73.75,0.0,0.0,0.0
10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,162.0,0.0,0.0,0.0
7,8,8,7,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1,34.4,0.0,0.0,0.0
10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,118.0,0.0,0.0,0.0
10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,65.0,0.0,0.0,0.0
