1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,347.32,0.0
1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,111.4,0.0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,48.0,0.0
1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,49.0,0.0
1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,138.1,0.0
1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,140.09,0.0
1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,60.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,73.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80.36,0.0
1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,29.0,0.0
1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,78.0,0.0
1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,1,43.94,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0,0.0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,81.93,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.45,0.0
1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,21.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.0,0.0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,130.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,4,0,1,41.11,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56.98,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31.7,0.0
1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,62.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66.0,0.0
1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,211.0,0.0
1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,131.6,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,39.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,10.28,0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,1,41.56,0.0
1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,44.1,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,0.0
1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,100.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.19,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.28,0.0
